"user.id","start.date","end.date","n_obs","n_obs_all"
4332999,2022-04-29,2022-07-28,0,23
4332999,2022-07-29,2022-10-27,0,0
4332999,2022-10-28,2023-01-26,0,0
3706668,2020-07-24,2020-10-22,0,1
3706668,2020-10-23,2021-01-28,0,0
3706668,2021-01-29,2021-04-29,0,0
3706668,2021-04-30,2021-07-29,2,104
3706668,2021-07-30,2021-10-28,0,0
3706668,2021-10-29,2022-01-27,0,0
3706668,2022-01-28,2022-04-28,0,0
3706668,2022-04-29,2022-07-28,0,0
3706668,2022-07-29,2022-10-27,0,0
3706668,2022-10-28,2023-01-26,0,0
1692496,2019-04-26,2019-07-25,1,59
1692496,2019-07-26,2019-10-24,0,1
1692496,2019-10-25,2020-01-23,0,0
1692496,2020-01-24,2020-04-23,0,0
1692496,2020-04-24,2020-07-23,0,6
1692496,2020-07-24,2020-10-22,0,0
1692496,2020-10-23,2021-01-28,0,0
1692496,2021-01-29,2021-04-29,0,10
1692496,2021-04-30,2021-07-29,1,71
1692496,2021-07-30,2021-10-28,0,3
1692496,2021-10-29,2022-01-27,0,0
1692496,2022-01-28,2022-04-28,0,1
1692496,2022-04-29,2022-07-28,0,93
1692496,2022-07-29,2022-10-27,0,5
1692496,2022-10-28,2023-01-26,0,0
1577454,2019-01-25,2019-04-25,0,0
1577454,2019-04-26,2019-07-25,0,120
1577454,2019-07-26,2019-10-24,0,14
1577454,2019-10-25,2020-01-23,0,0
1577454,2020-01-24,2020-04-23,0,7
1577454,2020-04-24,2020-07-23,0,0
1577454,2020-07-24,2020-10-22,0,39
1577454,2020-10-23,2021-01-28,0,0
1577454,2021-01-29,2021-04-29,0,4
1577454,2021-04-30,2021-07-29,1,250
1577454,2021-07-30,2021-10-28,0,0
1577454,2021-10-29,2022-01-27,0,0
1577454,2022-01-28,2022-04-28,0,2
1577454,2022-04-29,2022-07-28,4,512
1577454,2022-07-29,2022-10-27,0,8
1577454,2022-10-28,2023-01-26,0,0
4268299,2021-01-29,2021-04-29,0,0
4268299,2021-04-30,2021-07-29,1,52
4268299,2021-07-30,2021-10-28,0,0
4268299,2021-10-29,2022-01-27,0,0
4268299,2022-01-28,2022-04-28,0,0
4268299,2022-04-29,2022-07-28,0,3
4268299,2022-07-29,2022-10-27,0,0
4268299,2022-10-28,2023-01-26,0,0
1122408,2018-07-27,2018-10-25,0,17
1122408,2018-10-26,2019-01-24,0,30
1122408,2019-01-25,2019-04-25,0,38
1122408,2019-04-26,2019-07-25,1,198
1122408,2019-07-26,2019-10-24,2,140
1122408,2019-10-25,2020-01-23,0,30
1122408,2020-01-24,2020-04-23,0,77
1122408,2020-04-24,2020-07-23,0,214
1122408,2020-07-24,2020-10-22,4,184
1122408,2020-10-23,2021-01-28,0,11
1122408,2021-01-29,2021-04-29,1,28
1122408,2021-04-30,2021-07-29,2,296
1122408,2021-07-30,2021-10-28,2,240
1122408,2021-10-29,2022-01-27,0,96
1122408,2022-01-28,2022-04-28,0,197
1122408,2022-04-29,2022-07-28,0,582
1122408,2022-07-29,2022-10-27,0,449
1122408,2022-10-28,2023-01-26,1,305
1566302,2019-01-25,2019-04-25,0,4
1566302,2019-04-26,2019-07-25,0,107
1566302,2019-07-26,2019-10-24,0,43
1566302,2019-10-25,2020-01-23,0,0
1566302,2020-01-24,2020-04-23,0,53
1566302,2020-04-24,2020-07-23,0,17
1566302,2020-07-24,2020-10-22,0,2
1566302,2020-10-23,2021-01-28,0,0
1566302,2021-01-29,2021-04-29,0,0
1566302,2021-04-30,2021-07-29,1,144
1566302,2021-07-30,2021-10-28,0,0
1566302,2021-10-29,2022-01-27,0,0
1566302,2022-01-28,2022-04-28,0,0
1566302,2022-04-29,2022-07-28,0,35
1566302,2022-07-29,2022-10-27,0,0
1566302,2022-10-28,2023-01-26,0,0
111009,2018-01-26,2018-04-26,0,9
111009,2018-04-27,2018-07-26,0,4
111009,2018-07-27,2018-10-25,0,60
111009,2018-10-26,2019-01-24,0,48
111009,2019-01-25,2019-04-25,0,95
111009,2019-04-26,2019-07-25,20,1131
111009,2019-07-26,2019-10-24,0,237
111009,2019-10-25,2020-01-23,0,81
111009,2020-01-24,2020-04-23,0,43
111009,2020-04-24,2020-07-23,0,344
111009,2020-07-24,2020-10-22,0,151
111009,2020-10-23,2021-01-28,0,11
111009,2021-01-29,2021-04-29,0,67
111009,2021-04-30,2021-07-29,6,1289
111009,2021-07-30,2021-10-28,0,196
111009,2021-10-29,2022-01-27,0,57
111009,2022-01-28,2022-04-28,1,73
111009,2022-04-29,2022-07-28,0,1012
111009,2022-07-29,2022-10-27,0,263
111009,2022-10-28,2023-01-26,0,88
1542292,2019-01-25,2019-04-25,0,2
1542292,2019-04-26,2019-07-25,0,72
1542292,2019-07-26,2019-10-24,0,8
1542292,2019-10-25,2020-01-23,0,1
1542292,2020-01-24,2020-04-23,0,0
1542292,2020-04-24,2020-07-23,0,61
1542292,2020-07-24,2020-10-22,0,22
1542292,2020-10-23,2021-01-28,0,0
1542292,2021-01-29,2021-04-29,0,1
1542292,2021-04-30,2021-07-29,1,108
1542292,2021-07-30,2021-10-28,0,10
1542292,2021-10-29,2022-01-27,0,0
1542292,2022-01-28,2022-04-28,0,2
1542292,2022-04-29,2022-07-28,0,69
1542292,2022-07-29,2022-10-27,0,18
1542292,2022-10-28,2023-01-26,0,3
69455,2018-01-26,2018-04-26,0,0
69455,2018-04-27,2018-07-26,0,13
69455,2018-07-27,2018-10-25,0,0
69455,2018-10-26,2019-01-24,0,0
69455,2019-01-25,2019-04-25,0,4
69455,2019-04-26,2019-07-25,0,9
69455,2019-07-26,2019-10-24,0,4
69455,2019-10-25,2020-01-23,0,3
69455,2020-01-24,2020-04-23,0,36
69455,2020-04-24,2020-07-23,0,54
69455,2020-07-24,2020-10-22,0,16
69455,2020-10-23,2021-01-28,0,5
69455,2021-01-29,2021-04-29,1,20
69455,2021-04-30,2021-07-29,1,79
69455,2021-07-30,2021-10-28,0,2
69455,2021-10-29,2022-01-27,0,10
69455,2022-01-28,2022-04-28,0,13
69455,2022-04-29,2022-07-28,0,34
69455,2022-07-29,2022-10-27,0,0
69455,2022-10-28,2023-01-26,0,6
4280116,2021-01-29,2021-04-29,0,1
4280116,2021-04-30,2021-07-29,1,94
4280116,2021-07-30,2021-10-28,0,0
4280116,2021-10-29,2022-01-27,0,0
4280116,2022-01-28,2022-04-28,0,0
4280116,2022-04-29,2022-07-28,0,0
4280116,2022-07-29,2022-10-27,0,0
4280116,2022-10-28,2023-01-26,0,0
5575131,2022-01-28,2022-04-28,0,1
5575131,2022-04-29,2022-07-28,1,37
5575131,2022-07-29,2022-10-27,0,0
5575131,2022-10-28,2023-01-26,0,0
170724,2018-01-26,2018-04-26,0,0
170724,2018-04-27,2018-07-26,0,0
170724,2018-07-27,2018-10-25,0,0
170724,2018-10-26,2019-01-24,0,0
170724,2019-01-25,2019-04-25,0,0
170724,2019-04-26,2019-07-25,0,0
170724,2019-07-26,2019-10-24,0,0
170724,2019-10-25,2020-01-23,0,0
170724,2020-01-24,2020-04-23,0,0
170724,2020-04-24,2020-07-23,0,0
170724,2020-07-24,2020-10-22,0,0
170724,2020-10-23,2021-01-28,0,0
170724,2021-01-29,2021-04-29,0,0
170724,2021-04-30,2021-07-29,0,51
170724,2021-07-30,2021-10-28,0,0
170724,2021-10-29,2022-01-27,0,0
170724,2022-01-28,2022-04-28,0,0
170724,2022-04-29,2022-07-28,2,46
170724,2022-07-29,2022-10-27,0,0
170724,2022-10-28,2023-01-26,0,0
4280602,2021-01-29,2021-04-29,0,1
4280602,2021-04-30,2021-07-29,0,23
4280602,2021-07-30,2021-10-28,0,4
4280602,2021-10-29,2022-01-27,0,0
4280602,2022-01-28,2022-04-28,0,1
4280602,2022-04-29,2022-07-28,1,17
4280602,2022-07-29,2022-10-27,0,0
4280602,2022-10-28,2023-01-26,0,0
2056993,2019-07-26,2019-10-24,0,0
2056993,2019-10-25,2020-01-23,0,0
2056993,2020-01-24,2020-04-23,0,0
2056993,2020-04-24,2020-07-23,0,0
2056993,2020-07-24,2020-10-22,0,0
2056993,2020-10-23,2021-01-28,0,0
2056993,2021-01-29,2021-04-29,0,0
2056993,2021-04-30,2021-07-29,0,0
2056993,2021-07-30,2021-10-28,0,0
2056993,2021-10-29,2022-01-27,0,0
2056993,2022-01-28,2022-04-28,0,13
2056993,2022-04-29,2022-07-28,1,45
2056993,2022-07-29,2022-10-27,0,28
2056993,2022-10-28,2023-01-26,0,0
5378021,2022-01-28,2022-04-28,0,0
5378021,2022-04-29,2022-07-28,2,12
5378021,2022-07-29,2022-10-27,0,0
5378021,2022-10-28,2023-01-26,0,0
2391856,2019-07-26,2019-10-24,0,0
2391856,2019-10-25,2020-01-23,0,0
2391856,2020-01-24,2020-04-23,0,0
2391856,2020-04-24,2020-07-23,0,4
2391856,2020-07-24,2020-10-22,0,1
2391856,2020-10-23,2021-01-28,0,0
2391856,2021-01-29,2021-04-29,0,0
2391856,2021-04-30,2021-07-29,0,160
2391856,2021-07-30,2021-10-28,0,44
2391856,2021-10-29,2022-01-27,5,19
2391856,2022-01-28,2022-04-28,1,18
2391856,2022-04-29,2022-07-28,11,606
2391856,2022-07-29,2022-10-27,0,75
2391856,2022-10-28,2023-01-26,0,5
2796853,2020-01-24,2020-04-23,0,1
2796853,2020-04-24,2020-07-23,0,0
2796853,2020-07-24,2020-10-22,0,2
2796853,2020-10-23,2021-01-28,0,2
2796853,2021-01-29,2021-04-29,0,0
2796853,2021-04-30,2021-07-29,0,5
2796853,2021-07-30,2021-10-28,0,3
2796853,2021-10-29,2022-01-27,0,0
2796853,2022-01-28,2022-04-28,0,0
2796853,2022-04-29,2022-07-28,1,10
2796853,2022-07-29,2022-10-27,0,0
2796853,2022-10-28,2023-01-26,0,0
94025,2018-01-26,2018-04-26,0,16
94025,2018-04-27,2018-07-26,0,76
94025,2018-07-27,2018-10-25,0,54
94025,2018-10-26,2019-01-24,0,13
94025,2019-01-25,2019-04-25,0,103
94025,2019-04-26,2019-07-25,0,137
94025,2019-07-26,2019-10-24,0,94
94025,2019-10-25,2020-01-23,0,2
94025,2020-01-24,2020-04-23,0,24
94025,2020-04-24,2020-07-23,0,116
94025,2020-07-24,2020-10-22,0,66
94025,2020-10-23,2021-01-28,0,4
94025,2021-01-29,2021-04-29,0,74
94025,2021-04-30,2021-07-29,0,179
94025,2021-07-30,2021-10-28,0,263
94025,2021-10-29,2022-01-27,0,9
94025,2022-01-28,2022-04-28,0,77
94025,2022-04-29,2022-07-28,1,259
94025,2022-07-29,2022-10-27,0,249
94025,2022-10-28,2023-01-26,0,24
1979,2018-01-26,2018-04-26,0,0
1979,2018-04-27,2018-07-26,0,0
1979,2018-07-27,2018-10-25,0,0
1979,2018-10-26,2019-01-24,0,0
1979,2019-01-25,2019-04-25,0,0
1979,2019-04-26,2019-07-25,0,0
1979,2019-07-26,2019-10-24,0,0
1979,2019-10-25,2020-01-23,0,0
1979,2020-01-24,2020-04-23,0,0
1979,2020-04-24,2020-07-23,0,0
1979,2020-07-24,2020-10-22,0,0
1979,2020-10-23,2021-01-28,0,1
1979,2021-01-29,2021-04-29,0,0
1979,2021-04-30,2021-07-29,0,1
1979,2021-07-30,2021-10-28,0,1
1979,2021-10-29,2022-01-27,0,2
1979,2022-01-28,2022-04-28,0,2
1979,2022-04-29,2022-07-28,1,75
1979,2022-07-29,2022-10-27,0,0
1979,2022-10-28,2023-01-26,0,1
121565,2018-01-26,2018-04-26,0,0
121565,2018-04-27,2018-07-26,0,0
121565,2018-07-27,2018-10-25,0,0
121565,2018-10-26,2019-01-24,0,0
121565,2019-01-25,2019-04-25,0,0
121565,2019-04-26,2019-07-25,0,60
121565,2019-07-26,2019-10-24,0,1
121565,2019-10-25,2020-01-23,0,0
121565,2020-01-24,2020-04-23,0,0
121565,2020-04-24,2020-07-23,0,0
121565,2020-07-24,2020-10-22,0,0
121565,2020-10-23,2021-01-28,0,0
121565,2021-01-29,2021-04-29,0,0
121565,2021-04-30,2021-07-29,0,18
121565,2021-07-30,2021-10-28,0,5
121565,2021-10-29,2022-01-27,0,0
121565,2022-01-28,2022-04-28,0,0
121565,2022-04-29,2022-07-28,2,83
121565,2022-07-29,2022-10-27,0,15
121565,2022-10-28,2023-01-26,0,0
5573375,2022-01-28,2022-04-28,0,2
5573375,2022-04-29,2022-07-28,1,45
5573375,2022-07-29,2022-10-27,0,0
5573375,2022-10-28,2023-01-26,0,0
1017876,2018-04-27,2018-07-26,0,181
1017876,2018-07-27,2018-10-25,1,206
1017876,2018-10-26,2019-01-24,0,104
1017876,2019-01-25,2019-04-25,0,175
1017876,2019-04-26,2019-07-25,1,336
1017876,2019-07-26,2019-10-24,0,295
1017876,2019-10-25,2020-01-23,0,231
1017876,2020-01-24,2020-04-23,0,244
1017876,2020-04-24,2020-07-23,0,472
1017876,2020-07-24,2020-10-22,0,113
1017876,2020-10-23,2021-01-28,0,150
1017876,2021-01-29,2021-04-29,0,133
1017876,2021-04-30,2021-07-29,0,396
1017876,2021-07-30,2021-10-28,0,267
1017876,2021-10-29,2022-01-27,0,186
1017876,2022-01-28,2022-04-28,0,241
1017876,2022-04-29,2022-07-28,3,513
1017876,2022-07-29,2022-10-27,0,318
1017876,2022-10-28,2023-01-26,0,136
5537191,2022-01-28,2022-04-28,0,75
5537191,2022-04-29,2022-07-28,2,58
5537191,2022-07-29,2022-10-27,0,33
5537191,2022-10-28,2023-01-26,6,11
3528488,2020-07-24,2020-10-22,0,1
3528488,2020-10-23,2021-01-28,0,0
3528488,2021-01-29,2021-04-29,0,0
3528488,2021-04-30,2021-07-29,0,0
3528488,2021-07-30,2021-10-28,0,0
3528488,2021-10-29,2022-01-27,0,11
3528488,2022-01-28,2022-04-28,0,19
3528488,2022-04-29,2022-07-28,1,85
3528488,2022-07-29,2022-10-27,0,18
3528488,2022-10-28,2023-01-26,1,3
2565070,2020-01-24,2020-04-23,0,0
2565070,2020-04-24,2020-07-23,0,0
2565070,2020-07-24,2020-10-22,0,0
2565070,2020-10-23,2021-01-28,0,0
2565070,2021-01-29,2021-04-29,0,0
2565070,2021-04-30,2021-07-29,0,0
2565070,2021-07-30,2021-10-28,0,0
2565070,2021-10-29,2022-01-27,0,0
2565070,2022-01-28,2022-04-28,0,0
2565070,2022-04-29,2022-07-28,2,111
2565070,2022-07-29,2022-10-27,0,0
2565070,2022-10-28,2023-01-26,0,0
5581311,2022-01-28,2022-04-28,0,1
5581311,2022-04-29,2022-07-28,2,51
5581311,2022-07-29,2022-10-27,0,0
5581311,2022-10-28,2023-01-26,0,0
4257337,2021-01-29,2021-04-29,0,0
4257337,2021-04-30,2021-07-29,0,111
4257337,2021-07-30,2021-10-28,0,22
4257337,2021-10-29,2022-01-27,0,1
4257337,2022-01-28,2022-04-28,0,1
4257337,2022-04-29,2022-07-28,2,246
4257337,2022-07-29,2022-10-27,0,3
4257337,2022-10-28,2023-01-26,0,0
5515150,2022-01-28,2022-04-28,0,1
5515150,2022-04-29,2022-07-28,1,76
5515150,2022-07-29,2022-10-27,0,0
5515150,2022-10-28,2023-01-26,0,0
4514066,2021-04-30,2021-07-29,0,1
4514066,2021-07-30,2021-10-28,0,0
4514066,2021-10-29,2022-01-27,0,1
4514066,2022-01-28,2022-04-28,0,1
4514066,2022-04-29,2022-07-28,2,67
4514066,2022-07-29,2022-10-27,0,1
4514066,2022-10-28,2023-01-26,0,1
1153393,2018-07-27,2018-10-25,0,69
1153393,2018-10-26,2019-01-24,0,38
1153393,2019-01-25,2019-04-25,0,9
1153393,2019-04-26,2019-07-25,0,14
1153393,2019-07-26,2019-10-24,0,79
1153393,2019-10-25,2020-01-23,0,70
1153393,2020-01-24,2020-04-23,0,4
1153393,2020-04-24,2020-07-23,0,90
1153393,2020-07-24,2020-10-22,0,9
1153393,2020-10-23,2021-01-28,0,142
1153393,2021-01-29,2021-04-29,0,161
1153393,2021-04-30,2021-07-29,0,36
1153393,2021-07-30,2021-10-28,0,13
1153393,2021-10-29,2022-01-27,0,114
1153393,2022-01-28,2022-04-28,4,76
1153393,2022-04-29,2022-07-28,5,1053
1153393,2022-07-29,2022-10-27,0,1443
1153393,2022-10-28,2023-01-26,1,547
93006,2018-01-26,2018-04-26,0,0
93006,2018-04-27,2018-07-26,0,0
93006,2018-07-27,2018-10-25,0,0
93006,2018-10-26,2019-01-24,0,0
93006,2019-01-25,2019-04-25,0,1
93006,2019-04-26,2019-07-25,3,153
93006,2019-07-26,2019-10-24,0,2
93006,2019-10-25,2020-01-23,0,0
93006,2020-01-24,2020-04-23,0,0
93006,2020-04-24,2020-07-23,0,0
93006,2020-07-24,2020-10-22,0,1
93006,2020-10-23,2021-01-28,0,0
93006,2021-01-29,2021-04-29,0,3
93006,2021-04-30,2021-07-29,0,13
93006,2021-07-30,2021-10-28,0,54
93006,2021-10-29,2022-01-27,0,0
93006,2022-01-28,2022-04-28,0,0
93006,2022-04-29,2022-07-28,0,0
93006,2022-07-29,2022-10-27,0,9
93006,2022-10-28,2023-01-26,0,3
1576252,2019-01-25,2019-04-25,0,1
1576252,2019-04-26,2019-07-25,1,12
1576252,2019-07-26,2019-10-24,0,2
1576252,2019-10-25,2020-01-23,0,0
1576252,2020-01-24,2020-04-23,0,18
1576252,2020-04-24,2020-07-23,0,5
1576252,2020-07-24,2020-10-22,0,29
1576252,2020-10-23,2021-01-28,0,0
1576252,2021-01-29,2021-04-29,0,17
1576252,2021-04-30,2021-07-29,0,8
1576252,2021-07-30,2021-10-28,0,4
1576252,2021-10-29,2022-01-27,0,0
1576252,2022-01-28,2022-04-28,0,0
1576252,2022-04-29,2022-07-28,0,1
1576252,2022-07-29,2022-10-27,0,0
1576252,2022-10-28,2023-01-26,0,0
6474,2018-01-26,2018-04-26,0,13
6474,2018-04-27,2018-07-26,0,41
6474,2018-07-27,2018-10-25,0,27
6474,2018-10-26,2019-01-24,0,4
6474,2019-01-25,2019-04-25,0,26
6474,2019-04-26,2019-07-25,2,82
6474,2019-07-26,2019-10-24,1,54
6474,2019-10-25,2020-01-23,0,2
6474,2020-01-24,2020-04-23,0,61
6474,2020-04-24,2020-07-23,0,73
6474,2020-07-24,2020-10-22,0,9
6474,2020-10-23,2021-01-28,1,13
6474,2021-01-29,2021-04-29,0,10
6474,2021-04-30,2021-07-29,1,457
6474,2021-07-30,2021-10-28,4,216
6474,2021-10-29,2022-01-27,0,40
6474,2022-01-28,2022-04-28,2,72
6474,2022-04-29,2022-07-28,1,214
6474,2022-07-29,2022-10-27,2,264
6474,2022-10-28,2023-01-26,0,41
1677878,2019-04-26,2019-07-25,1,136
1677878,2019-07-26,2019-10-24,0,0
1677878,2019-10-25,2020-01-23,0,0
1677878,2020-01-24,2020-04-23,0,0
1677878,2020-04-24,2020-07-23,0,0
1677878,2020-07-24,2020-10-22,0,0
1677878,2020-10-23,2021-01-28,0,0
1677878,2021-01-29,2021-04-29,0,0
1677878,2021-04-30,2021-07-29,0,0
1677878,2021-07-30,2021-10-28,0,0
1677878,2021-10-29,2022-01-27,0,0
1677878,2022-01-28,2022-04-28,0,0
1677878,2022-04-29,2022-07-28,0,0
1677878,2022-07-29,2022-10-27,0,0
1677878,2022-10-28,2023-01-26,0,2
1455406,2019-01-25,2019-04-25,0,14
1455406,2019-04-26,2019-07-25,1,115
1455406,2019-07-26,2019-10-24,0,6
1455406,2019-10-25,2020-01-23,0,0
1455406,2020-01-24,2020-04-23,0,0
1455406,2020-04-24,2020-07-23,0,11
1455406,2020-07-24,2020-10-22,0,9
1455406,2020-10-23,2021-01-28,0,2
1455406,2021-01-29,2021-04-29,0,3
1455406,2021-04-30,2021-07-29,0,39
1455406,2021-07-30,2021-10-28,0,0
1455406,2021-10-29,2022-01-27,0,0
1455406,2022-01-28,2022-04-28,0,0
1455406,2022-04-29,2022-07-28,0,11
1455406,2022-07-29,2022-10-27,0,5
1455406,2022-10-28,2023-01-26,0,0
1571495,2019-01-25,2019-04-25,0,0
1571495,2019-04-26,2019-07-25,1,331
1571495,2019-07-26,2019-10-24,0,23
1571495,2019-10-25,2020-01-23,0,0
1571495,2020-01-24,2020-04-23,0,3
1571495,2020-04-24,2020-07-23,0,37
1571495,2020-07-24,2020-10-22,0,9
1571495,2020-10-23,2021-01-28,0,0
1571495,2021-01-29,2021-04-29,0,1
1571495,2021-04-30,2021-07-29,0,85
1571495,2021-07-30,2021-10-28,0,1
1571495,2021-10-29,2022-01-27,0,0
1571495,2022-01-28,2022-04-28,0,1
1571495,2022-04-29,2022-07-28,0,333
1571495,2022-07-29,2022-10-27,0,2
1571495,2022-10-28,2023-01-26,0,0
1542450,2019-01-25,2019-04-25,0,1
1542450,2019-04-26,2019-07-25,4,83
1542450,2019-07-26,2019-10-24,0,0
1542450,2019-10-25,2020-01-23,0,0
1542450,2020-01-24,2020-04-23,0,0
1542450,2020-04-24,2020-07-23,0,28
1542450,2020-07-24,2020-10-22,0,0
1542450,2020-10-23,2021-01-28,0,0
1542450,2021-01-29,2021-04-29,0,0
1542450,2021-04-30,2021-07-29,0,50
1542450,2021-07-30,2021-10-28,0,0
1542450,2021-10-29,2022-01-27,0,0
1542450,2022-01-28,2022-04-28,0,0
1542450,2022-04-29,2022-07-28,0,10
1542450,2022-07-29,2022-10-27,0,0
1542450,2022-10-28,2023-01-26,0,0
1178532,2018-07-27,2018-10-25,2,190
1178532,2018-10-26,2019-01-24,0,26
1178532,2019-01-25,2019-04-25,4,515
1178532,2019-04-26,2019-07-25,2,387
1178532,2019-07-26,2019-10-24,0,152
1178532,2019-10-25,2020-01-23,0,0
1178532,2020-01-24,2020-04-23,0,163
1178532,2020-04-24,2020-07-23,12,621
1178532,2020-07-24,2020-10-22,4,685
1178532,2020-10-23,2021-01-28,0,0
1178532,2021-01-29,2021-04-29,0,0
1178532,2021-04-30,2021-07-29,0,52
1178532,2021-07-30,2021-10-28,0,0
1178532,2021-10-29,2022-01-27,0,0
1178532,2022-01-28,2022-04-28,0,0
1178532,2022-04-29,2022-07-28,0,1
1178532,2022-07-29,2022-10-27,0,1
1178532,2022-10-28,2023-01-26,0,0
622070,2018-01-26,2018-04-26,0,2
622070,2018-04-27,2018-07-26,0,86
622070,2018-07-27,2018-10-25,0,22
622070,2018-10-26,2019-01-24,0,2
622070,2019-01-25,2019-04-25,0,2
622070,2019-04-26,2019-07-25,1,103
622070,2019-07-26,2019-10-24,0,26
622070,2019-10-25,2020-01-23,0,2
622070,2020-01-24,2020-04-23,0,0
622070,2020-04-24,2020-07-23,1,40
622070,2020-07-24,2020-10-22,0,1
622070,2020-10-23,2021-01-28,0,0
622070,2021-01-29,2021-04-29,0,1
622070,2021-04-30,2021-07-29,0,9
622070,2021-07-30,2021-10-28,0,20
622070,2021-10-29,2022-01-27,0,0
622070,2022-01-28,2022-04-28,0,0
622070,2022-04-29,2022-07-28,0,18
622070,2022-07-29,2022-10-27,0,18
622070,2022-10-28,2023-01-26,0,0
1215101,2018-07-27,2018-10-25,0,37
1215101,2018-10-26,2019-01-24,0,48
1215101,2019-01-25,2019-04-25,0,25
1215101,2019-04-26,2019-07-25,0,377
1215101,2019-07-26,2019-10-24,0,843
1215101,2019-10-25,2020-01-23,0,0
1215101,2020-01-24,2020-04-23,0,0
1215101,2020-04-24,2020-07-23,1,320
1215101,2020-07-24,2020-10-22,0,187
1215101,2020-10-23,2021-01-28,0,0
1215101,2021-01-29,2021-04-29,0,58
1215101,2021-04-30,2021-07-29,0,271
1215101,2021-07-30,2021-10-28,0,2205
1215101,2021-10-29,2022-01-27,0,6
1215101,2022-01-28,2022-04-28,0,246
1215101,2022-04-29,2022-07-28,0,14
1215101,2022-07-29,2022-10-27,0,26
1215101,2022-10-28,2023-01-26,0,124
292489,2018-01-26,2018-04-26,0,389
292489,2018-04-27,2018-07-26,0,2181
292489,2018-07-27,2018-10-25,0,1306
292489,2018-10-26,2019-01-24,1,453
292489,2019-01-25,2019-04-25,0,243
292489,2019-04-26,2019-07-25,1,1091
292489,2019-07-26,2019-10-24,17,6263
292489,2019-10-25,2020-01-23,5,1295
292489,2020-01-24,2020-04-23,7,1132
292489,2020-04-24,2020-07-23,31,4767
292489,2020-07-24,2020-10-22,8,3640
292489,2020-10-23,2021-01-28,3,531
292489,2021-01-29,2021-04-29,10,2631
292489,2021-04-30,2021-07-29,1,4089
292489,2021-07-30,2021-10-28,24,3139
292489,2021-10-29,2022-01-27,24,1130
292489,2022-01-28,2022-04-28,8,3029
292489,2022-04-29,2022-07-28,16,4128
292489,2022-07-29,2022-10-27,15,3445
292489,2022-10-28,2023-01-26,65,2860
4116872,2021-01-29,2021-04-29,0,22
4116872,2021-04-30,2021-07-29,2,106
4116872,2021-07-30,2021-10-28,0,5
4116872,2021-10-29,2022-01-27,0,0
4116872,2022-01-28,2022-04-28,0,0
4116872,2022-04-29,2022-07-28,0,0
4116872,2022-07-29,2022-10-27,0,0
4116872,2022-10-28,2023-01-26,0,1
3981053,2020-10-23,2021-01-28,0,2
3981053,2021-01-29,2021-04-29,0,16
3981053,2021-04-30,2021-07-29,0,1
3981053,2021-07-30,2021-10-28,0,0
3981053,2021-10-29,2022-01-27,0,0
3981053,2022-01-28,2022-04-28,0,0
3981053,2022-04-29,2022-07-28,0,0
3981053,2022-07-29,2022-10-27,0,0
3981053,2022-10-28,2023-01-26,0,0
1525323,2019-01-25,2019-04-25,0,22
1525323,2019-04-26,2019-07-25,0,23
1525323,2019-07-26,2019-10-24,0,18
1525323,2019-10-25,2020-01-23,0,0
1525323,2020-01-24,2020-04-23,0,7
1525323,2020-04-24,2020-07-23,1,10
1525323,2020-07-24,2020-10-22,0,6
1525323,2020-10-23,2021-01-28,0,1
1525323,2021-01-29,2021-04-29,1,7
1525323,2021-04-30,2021-07-29,0,4
1525323,2021-07-30,2021-10-28,0,1
1525323,2021-10-29,2022-01-27,0,0
1525323,2022-01-28,2022-04-28,0,0
1525323,2022-04-29,2022-07-28,0,0
1525323,2022-07-29,2022-10-27,0,1
1525323,2022-10-28,2023-01-26,0,0
1138862,2018-07-27,2018-10-25,0,85
1138862,2018-10-26,2019-01-24,0,1
1138862,2019-01-25,2019-04-25,5,55
1138862,2019-04-26,2019-07-25,2,348
1138862,2019-07-26,2019-10-24,3,265
1138862,2019-10-25,2020-01-23,5,165
1138862,2020-01-24,2020-04-23,1,284
1138862,2020-04-24,2020-07-23,2,516
1138862,2020-07-24,2020-10-22,4,107
1138862,2020-10-23,2021-01-28,0,2
1138862,2021-01-29,2021-04-29,0,57
1138862,2021-04-30,2021-07-29,0,129
1138862,2021-07-30,2021-10-28,0,0
1138862,2021-10-29,2022-01-27,0,3
1138862,2022-01-28,2022-04-28,3,269
1138862,2022-04-29,2022-07-28,0,142
1138862,2022-07-29,2022-10-27,0,0
1138862,2022-10-28,2023-01-26,0,16
2647265,2020-01-24,2020-04-23,0,81
2647265,2020-04-24,2020-07-23,2,111
2647265,2020-07-24,2020-10-22,0,2
2647265,2020-10-23,2021-01-28,0,0
2647265,2021-01-29,2021-04-29,0,0
2647265,2021-04-30,2021-07-29,0,37
2647265,2021-07-30,2021-10-28,0,5
2647265,2021-10-29,2022-01-27,0,1
2647265,2022-01-28,2022-04-28,0,13
2647265,2022-04-29,2022-07-28,0,40
2647265,2022-07-29,2022-10-27,0,16
2647265,2022-10-28,2023-01-26,0,0
2405118,2019-10-25,2020-01-23,0,0
2405118,2020-01-24,2020-04-23,0,0
2405118,2020-04-24,2020-07-23,1,82
2405118,2020-07-24,2020-10-22,0,15
2405118,2020-10-23,2021-01-28,0,0
2405118,2021-01-29,2021-04-29,0,0
2405118,2021-04-30,2021-07-29,0,0
2405118,2021-07-30,2021-10-28,0,0
2405118,2021-10-29,2022-01-27,0,0
